url,headline,label
https://www.foxnews.com/food-drink/pennsylvania-family-sickened-after-eating-toxic-mushrooms-expected-recover.print,Pennsylvania family sickened after eating toxic mushrooms expected to recover,food-drink
https://www.foxnews.com/health/family-selling-dream-home-fund-life-saving-treatment-daughter.print,Family selling dream home to fund life-saving treatment for 5-year-old daughter,health
https://www.foxnews.com/world/israel-strikes-hamas-gaza-surprise-attack-exchanges-fire-hezbollah,"Israel declares war after Hamas surprise attack, launches retaliatory airstrikes in Gaza",world
https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-get-support-from-family-after-surprise-eras-tour-stage-appearance,"Taylor Swift, Travis Kelce get support from family after surprise 'Eras Tour' stage appearance",entertainment
https://www.foxnews.com/entertainment/jim-morrison-the-doors-memoir-robby-krieger,"The Doors' Jim Morrison had ‘a fascination with death’ before passing away at 27, bandmate Robby Krieger says",entertainment
https://www.foxnews.com/politics/walz-repeats-georgia-abortion-death-falsehood-decried-doctors-fearmongering,Walz repeats Georgia abortion death falsehood decried by doctors as 'fearmongering',politics
https://www.foxnews.com/politics/harris-campaign-wont-give-details-type-gun-she-owns-last-time-she-went-range,"Harris campaign won't give details on type of gun she owns, last time she went to range",politics
https://www.foxnews.com/us/utah-mom-kept-missing-daughter-hidden-cult-compound-months-help-from-adult-sons-prosecutors,"Utah mom kept missing daughter, 5, hidden in cult 'compound' for months with help from adult sons: prosecutors",us
https://www.foxnews.com/media/kamala-harris-far-left-record-dismissed-accusations-attacks-from-trump-gop-shes-moderate,"Kamala Harris' far-left record dismissed as 'accusations,' attacks from Trump and GOP: 'She's moderate'",media
https://www.foxnews.com/world/israel-defense-forces-confirm-targeted-strike-beirut,Israel Defense Forces confirm 'targeted strike' on Beirut,world
https://www.foxnews.com/world/pope-emeritus-benedict-xvi-dead-95-vatican-says,"Pope Emeritus Benedict XVI dead at 95, Vatican says",world
https://www.foxnews.com/politics/sheldon-whitehouse-doesnt-denounce-all-white-beach-club-his-family-belongs-to,Sheldon Whitehouse doesn't denounce super-exclusive beach club his family belongs to,politics
https://www.foxnews.com/sports/san-jose-state-womens-volleyballs-trans-player-raises-eyebrows-brutal-spike-vs-new-mexico.print,San Jose State women's volleyball's trans player raises eyebrows with brutal spike vs New Mexico,sports
https://www.foxnews.com/entertainment/star-wars-actress-carrie-fisher-honored-star-hollywood-walk-of-fame-amid-family-drama,'Star Wars' actress Carrie Fisher honored with star on Hollywood Walk of Fame amid family drama,entertainment
https://www.foxnews.com/politics/aoc-fires-back-fetterman-accuses-him-bleak-dunk-attempt,"AOC fires back at Fetterman, accuses him of 'bleak dunk attempt'",politics
https://www.foxnews.com/media/harris-calls-americans-move-past-failed-policies-november-draws-mockery.print,"Harris calls for Americans to 'move past the failed policies' in November, draws mockery",media
https://www.foxnews.com/entertainment/jake-e-lee-guitarist-ozzy-osbourne-broke-rib-damaged-lung-shot-3-times.print,"Jake E Lee, former guitarist for Ozzy Osbourne, ‘broke a rib and damaged a lung’ after being shot at 3 times",entertainment
https://www.foxnews.com/sports/nevada-womens-volleyball-captain-slams-trans-athletes-her-sport-team-decides-against-players-refusal.print,Nevada women's volleyball captain slams trans athletes in her sport as team decides against players’ refusal,sports
https://www.foxnews.com/media/jd-vance-calls-out-deranged-mindset-we-need-illegal-immigrants-build-houses,JD Vance calls out 'deranged' mindset that we need illegal immigrants to build houses,media
https://www.foxnews.com/lifestyle/meet-american-who-created-bubble-gum-walter-diemer-home-kitchen-chemist-outwitted-scientists,"Meet the American who created bubble gum, Walter Diemer, home-kitchen chemist outwitted scientists",lifestyle
https://www.foxnews.com/politics/biden-campaign-sends-all-staff-memo-hoping-calm-post-debate-concerns-report,Biden campaign sends all-staff memo hoping to calm post-debate concerns,politics
https://www.foxnews.com/politics/trump-harris-toss-up-races-key-swing-states-pennsylvania-georgia-nevada-poll.print,"Trump and Harris in toss-up races in key swing states Pennsylvania, Georgia, Nevada: poll",politics
https://www.foxnews.com/politics/harris-supporters-say-shell-fix-immigration-blame-trump-for-border-crisis-immigration-blame-trump-border-crisis,"Harris supporters say she'll fix immigration, blame Trump for border crisis",politics
https://www.foxnews.com/world/israel-says-conducted-retaliatory-strikes-against-hezbollah-lebanon-struck-hamas-gaza.print,"Israel says it conducted retaliatory strikes against Hezbollah in Lebanon, struck Hamas in Gaza",world
https://www.foxnews.com/entertainment/harrison-ford-mocks-conan-obrien-star-wars-dis-cant-f-ing-remember,Harrison Ford mocks Conan O’Brien after 'Star Wars' dis: ‘You can't f---ing remember',entertainment
https://www.foxnews.com/lifestyle/franklin-grahams-samaritans-purse-sponsors-21-ambulances-israel-replace-destroyed-hamas,Franklin Graham's Samaritan's Purse sponsors 21 ambulances in Israel to replace those destroyed by Hamas,lifestyle
https://www.foxnews.com/entertainment/bruce-willis-shares-sweet-embrace-daughter-tallulah-makes-funny-faces-playful-snaps.print,Bruce Willis shares sweet embrace with daughter Tallulah and makes funny faces in playful snaps,entertainment
https://www.foxnews.com/politics/secret-service-protocol-changed-amid-presidential-assassination-attempts-through-years,How Secret Service protocol has changed amid presidential assassination attempts through the years,politics
https://www.foxnews.com/world/hezbollah-hits-israel-deadliest-attack-months-long-conflict-idf-says-raising-fears-escalation.print,"Hezbollah hits Israel with deadliest attack in months-long conflict, IDF says, raising fears of escalation",world
https://www.foxnews.com/media/fox-nation-debut-american-history-series-kelsey-grammer,Fox Nation to debut new American history series hosted by Kelsey Grammer,media
https://www.foxnews.com/politics/trump-calls-liz-cheney-low-iq-war-hawk-after-appearance-support-harris,Trump calls Liz Cheney a 'low IQ war hawk' after appearance in support of Harris,politics
https://www.foxnews.com/media/trump-hints-he-appear-joe-rogan-podcast-i-think-im-doing-it.print,Trump hints he will appear on Joe Rogan podcast: 'I think I'm doing it',media
https://www.foxnews.com/us/stairwell-b-story-14-survivors-north-tower-9-11,"How Stairwell B became the site of a miracle amidst the tragedy of Sept. 11, 2001",us
https://www.foxnews.com/lifestyle/best-vegetables-for-health-nutritionists,"The best vegetables for your health, according to nutritionists",lifestyle
https://www.foxnews.com/sports/eagles-nick-sirianni-has-heated-spat-fans-after-close-win-vs-browns,Eagles' Nick Sirianni has heated spat with fans after close win vs Browns,sports
https://www.foxnews.com/lifestyle/americas-unique-thanksgiving-stuffing-preferences-state-by-state,America's 'unique' Thanksgiving stuffing preferences state-by-state,lifestyle
https://www.foxnews.com/politics/wisconsin-kicks-off-election-season-first-widely-available-absentee-ballots.print,Wisconsin kicks off election season with first widely available absentee ballots,politics
https://www.foxnews.com/media/kamala-harris-struggling-how-shes-different-biden-the-view-surprises-cnn-panel.print,Kamala Harris struggling to say how she's different than Biden on 'The View' surprises CNN panel,media
https://www.foxnews.com/sports/transgender-athlete-defeated-woman-competitor-major-uk-competition-championship-epic-comeback.print,Transgender athlete defeated by woman competitor at major UK competition championship in epic comeback,sports
https://www.foxnews.com/politics/black-lives-matter-blames-us-praises-cuban-regime-social-media-erupts,"Black Lives Matter blames US, praises Cuban regime, social media erupts",politics
https://www.foxnews.com/politics/how-us-government-dole-out-aid-victims-hurricanes-milton-helene,"How US government will dole out aid to victims of Hurricanes Milton, Helene",politics
https://www.foxnews.com/politics/biden-admin-rushing-industrialize-us-oceans-stop-climate-change-environmental-wrecking-ball,Biden admin is rushing to industrialize US oceans to stop climate change: 'Environmental wrecking ball',politics
https://www.foxnews.com/us/honduran-illegal-immigrant-deported-twice-sentenced-texas-burglary-ring,"Honduran illegal immigrant deported from US twice, sentenced for leading Texas burglary ring: 'Masterminded'",us
https://www.foxnews.com/us/colorado-mayor-speaks-out-after-video-armed-venezuelan-gang-apartment-goes-viral.print,Colorado mayor speaks out after video of armed Venezuelan gang in apartment goes viral: 'Failed policy',us
https://www.foxnews.com/us/remains-of-kansas-priest-who-died-in-korean-war-identified.print,Remains of Kansas Priest Who Died in Korean War Identified,us
https://www.foxnews.com/us/anti-israel-yale-protesters-joining-columbia-students-in-tear-down-our-society-ivy-league-movement-law-prof,Anti-Israel Yale protesters joining Columbia students in 'tear down our society' Ivy League movement: Law prof,us
https://www.foxnews.com/sports/idaho-gov-praises-boise-states-decision-forfeit-womens-volleyball-match-against-team-trans-player,Idaho gov praises Boise State’s decision to forfeit women’s volleyball match against team with trans player,sports
https://www.foxnews.com/entertainment/billy-joel-weight-loss-madison-square-garden,Billy Joel unveils 50-pound weight loss at Madison Square Garden following back surgery,entertainment
https://www.foxnews.com/food-drink/tequila-more-than-shot-fun-facts-spirit,"Tequila is more than just a shot, plus other fun facts about this spirit",food-drink
https://www.foxnews.com/lifestyle/americans-need-face-face-civil-discussions-folks-outside-bubble.print,Why Americans need more face-to-face civil discussions 'with folks outside their own bubble',lifestyle
https://www.foxnews.com/media/mom-dad-complain-11-year-old-daughter-forced-share-bed-biological-male-school-trip,Christian parents complain after 11-year-old daughter forced to share bed with biological male on school trip,media
https://www.foxnews.com/media/slap-face-media-government-downplaying-venezuelan-gangs-says-woman-fled-colorado-apartment,"'Slap in the face': Media, government downplaying Venezuelan gangs, says woman who fled her Colorado apartment",media
https://www.foxnews.com/us/seven-deadly-sins-biker-gang-founder-kills-7-people-dog.print,‘Seven Deadly Sins’ biker gang founder kills seven people and dog,us
https://www.foxnews.com/politics/trump-indicted-second-time-election-subversion-case-brought-special-counsel-jack-smith.print,Trump indicted a second time in election subversion case brought by special counsel Jack Smith,politics
https://www.foxnews.com/sports/san-jose-state-police-battle-womens-volleyball-transgender-culture-war,Inside San Jose State's police battle to protect women's athletes threatened by a transgender culture war,sports
https://www.foxnews.com/politics/power-rankings-trump-maintains-lead-two-top-issues-ahead-vp-debate,Fox News Power Rankings: Trump maintains lead on 2 top issues ahead of VP debate,politics
https://www.foxnews.com/entertainment/kate-moss-50-victorias-secret-fashion-show-surprise-appearance-daughter-lila-22,"Kate Moss, 50, takes Victoria's Secret fashion show by storm in surprise appearance with daughter Lila, 22",entertainment
https://www.foxnews.com/politics/5-more-house-democrats-call-biden-drop-out#&_intcmp=fnhpbt5,"Five more House Democrats call on Biden to drop out, third US senator",politics
https://www.foxnews.com/politics/riley-gaines-visits-rnc-message-new-york-ag-letitia-james-democrats-claiming-party-women.print,"Riley Gaines visits RNC with message for New York AG Letitia James, Democrats claiming to be party for women",politics
https://www.foxnews.com/entertainment/hilary-duff-how-i-met-your-father-series-sequel-hulu,Hilary Duff lands ‘How I Met Your Father’ series sequel role for Hulu,entertainment
https://www.foxnews.com/politics/flashback-harris-campaign-senior-adviser-several-insensitive-comments-women-gay-people,"FLASHBACK: New Harris campaign senior adviser made several insensitive comments about women, gay people",politics
https://www.foxnews.com/politics/michigan-becomes-top-gop-senate-target-mike-rogers-ties-dem-opponent-among-older-voters,Michigan becomes a top GOP Senate target as Mike Rogers ties with Dem opponent among older voters,politics
https://www.foxnews.com/sports/american-women-players-settle-suit-vs-us-soccer-for-24m,American women players settle suit vs. US Soccer for $24M,sports
https://www.foxnews.com/sports/herschel-walker-says-obama-forgot-our-fight-right-vote-after-scolding-black-voters-against-harris,Herschel Walker says Obama 'forgot our fight for right to vote' after scolding Black voters against Harris,sports
https://www.foxnews.com/us/would-be-trump-assassin-wants-judge-cannon-recuse-herself-dismissing-document-case.print,Would-be Trump assassin wants Judge Cannon to recuse herself for dismissing document case,us
https://www.foxnews.com/politics/nj-announces-emergency-dune-repairs-shore-town-penalized-doing-itself,NJ announces emergency dune repairs in shore town penalized for doing them itself,politics
https://www.foxnews.com/media/cnn-political-director-warns-trouble-sign-harris-she-lags-white-male-voters-key-states,CNN political director warns of 'trouble sign for Harris' as she lags with White male voters in key states,media
https://www.foxnews.com/food-drink/japanese-souffle-pancake-gaining-popularity-us-origin-story-hawaii-15-years-ago,"Japanese soufflé pancake gaining popularity in US, yet origin story begins in Hawaii 15 years ago",food-drink
https://www.foxnews.com/lifestyle/garlic-planting-roasting-cooking-health-benefits,"Garlic: Planting, roasting and understanding the health benefits of the plant",lifestyle
https://www.foxnews.com/sports/olympic-boxer-deemed-have-male-chromosomes-wins-fight-46-seconds-opponent-left-tears-after-hard-hits,"Olympic boxer deemed to have male chromosomes wins fight in 46 seconds, opponent left in tears after hard hits",sports
https://www.foxnews.com/sports/womens-volleyball-team-transgender-player-getting-police-security-amid-backlash-lawsuit,Women's volleyball team with transgender player getting police protection amid backlash and lawsuit,sports
https://www.foxnews.com/politics/oprah-winfrey-makes-surprise-dnc-appearance-rail-against-man-she-once-considered-running-office,Oprah Winfrey makes surprise DNC appearance to rail against man she once considered running for office with,politics
https://www.foxnews.com/media/cnn-brian-stelter-reliable-sources-2021.print,Here are 20 major media stories CNN's Brian Stelter ignored on his so-called media show in 2021,media
https://www.foxnews.com/world/german-bureaucrat-under-fire-trashing-british-wwii-hero-inspired-israeli-army,German bureaucrat under fire for trashing British WWII hero who inspired Israeli army,world
https://www.foxnews.com/us/sniper-killed-would-be-trump-assassin-one-million-shot-source,Sniper killed would-be Trump assassin with 'one-in-a-million shot': source,us
https://www.foxnews.com/politics/rfk-jr-corporate-media-attacked-more-president-trump,RFK Jr says ‘corporate media’ has attacked him ‘even more than President Trump’,politics
https://www.foxnews.com/politics/harris-trump-showdown-leading-law-enforcement-group-takes-sides-presidential-election,Harris-Trump showdown: Group of former law enforcement leaders takes sides in presidential election,politics
https://www.foxnews.com/media/cnn-brian-stelter-hunter-biden-disinformation-conference,"Brian Stelter defends media not covering Hunter Biden in 2020, says critics don't know 'how newsrooms work'",media
https://www.foxnews.com/food-drink/tiktok-video-fast-food-restaurant-shows-how-speedy-machine-makes-salad-bowl-no-time,TikTok video at fast-food restaurant shows how speedy machine makes salad bowl in no time,food-drink
https://www.foxnews.com/lifestyle/this-day-history-feb-17-1801-jefferson-elected-president-party-politics-nation,"On this day in history, February 17, 1801, Jefferson is elected president as party politics divide new nation",lifestyle
https://www.foxnews.com/media/fox-news-channel-dominates-cnn-msnbc-during-historic-news-cycle-of-third-quarter.print,"Fox News Channel dominates CNN, MSNBC during historic news cycle of third quarter as 'The Five' makes history",media
https://www.foxnews.com/media/biden-called-out-border-crisis-texas-democrat-absolutely-president-should-be-here,Biden called out on border crisis by Texas Democrat: 'Absolutely the president should be here',media
https://www.foxnews.com/politics/biden-admin-unveils-sweeping-new-actions-increasing-costs-oil-gas-leasing,"Biden admin unveils sweeping new actions increasing costs for oil, gas leasing",politics
https://www.foxnews.com/media/cnn-brian-stelter-andrew-cuomo-leadership-hope-not-false-hope.print,"CNN's Brian Stelter gushed over Cuomo's COVID 'leadership': 'He's providing hope, but not false hope'",media
https://www.foxnews.com/lifestyle/texas-woman-accidentally-swallows-partial-dentures-how-medical-team-saved,"Texas woman accidentally swallows partial dentures, here's how a medical team saved the day",lifestyle
https://www.foxnews.com/entertainment/americas-got-talent-judge-heidi-klum-did-not-expect-9-year-olds-epic-tina-turner-performance,'America's Got Talent' judge Heidi Klum 'did not expect' 9-year-old's epic Tina Turner performance,entertainment
https://www.foxnews.com/health/study-reveals-extreme-weathers-impact-seniors-attendance-doctor-appointments,New study reveals extreme weather's impact on seniors' attendance at doctor appointments,health
https://www.foxnews.com/lifestyle/this-day-history-feb-12-1809-abraham-lincoln-born-kentucky,"On this day in history, February 12, 1809, Abraham Lincoln is born in Kentucky",lifestyle
https://www.foxnews.com/lifestyle/national-pow-mia-recognition-day-reminds-americans-nobility-war-heroes-ongoing-need-do-better.print,National POW/MIA Recognition Day reminds Americans of 'nobility' of war heroes and the need to do better,lifestyle
https://www.foxnews.com/food-drink/7-sneaky-calorie-culprits-healthy-green-salad,7 sneaky calorie culprits that are creeping into your healthy green salad,food-drink
https://www.foxnews.com/sports/national-womens-soccer-league-faces-lawsuit-former-employee-alleges-sexual-assault,National Women's Soccer League faces lawsuit as former employee alleges sexual assault,sports
https://www.foxnews.com/lifestyle/tony-bennett-own-words-i-feel-i-have-been-truly-blessed,Tony Bennett in his own words: 'I feel that I have been truly blessed',lifestyle
https://www.foxnews.com/lifestyle/this-day-history-april-1-1945-us-forces-invade-okinawa-last-major-battle-wwii,"On this day in history, April 1, 1945, US forces invade Okinawa, last major battle of World War II",lifestyle
https://www.foxnews.com/politics/esper-replacement-chris-miller-tells-us-troops-its-time-to-come-home,Esper replacement Chris Miller tells US troops: 'It's time to come home',politics
https://www.foxnews.com/lifestyle/armed-forces-day-honor-flight-mission-bbq,"On Armed Forces Day, Honor Flight Network receives stunning donation from Mission BBQ",lifestyle
https://www.foxnews.com/lifestyle/thanksgiving-casserole-preferences-state-google-trends,Thanksgiving casserole preferences vary state-by-state,lifestyle
https://www.foxnews.com/media/kamala-harris-tells-the-view-she-cant-think-anything-she-would-have-done-differently-from-biden.print,Kamala Harris tells 'The View' she can't think of anything she would have done differently from Biden,media
https://www.foxnews.com/politics/balance-power-trump-campaign-slams-sen-tester-radically-out-touch-after-abortion-ad-rollout,Balance of power: Trump campaign slams Sen Tester as 'radically out of touch' after abortion ad rollout,politics
https://www.foxnews.com/politics/from-shark-tank-campaign-trail-mark-cuban-teams-up-kamala-harris.print,From the 'Shark Tank' to the campaign trail: Mark Cuban teams up with Kamala Harris,politics
https://www.foxnews.com/politics/supreme-court-rules-favor-colorado-graphic-designer-refused-create-same-sex-wedding-websites,Supreme Court rules in favor of Colorado graphic designer who refused to create same-sex wedding websites,politics
https://www.foxnews.com/food-drink/great-weeknight-dinner-classic-meatballs-garlic-bread-chef-favorite.print,'Great weeknight dinner' of classic meatballs with garlic bread a celebrity chef's favorite,food-drink
https://www.foxnews.com/us/virginia-teacher-shot-6-year-old-student-classroom-says-shell-never-forget-look-face,Virginia teacher shot by 6-year-old student in classroom says she'll 'never forget the look on his face',us
https://www.foxnews.com/entertainment/shawn-mendes-camila-cabello-split-break-up-relationship,Shawn Mendes and Camila Cabello break up: We 'will continue to be best friends',entertainment
https://www.foxnews.com/media/kamala-harris-dnc-undertaking-largest-gaslighting-operation-history-politics-says-house-speaker,"Kamala Harris, DNC undertaking 'largest gaslighting operation' in history of politics, says House speaker",media
https://www.foxnews.com/us/illegal-immigrants-terrorism-ties-exploit-border-homeland-security-warns,"Illegal immigrants with 'terrorism ties' will continue to exploit border, Homeland Security report warns",us
https://www.foxnews.com/health/mother-frantic-save-clinical-trial-could-cure-daughter-treatment-sitting-fridge.print,Mother frantic to save clinical trial that could cure her daughter: ‘The treatment is sitting in a fridge',health
https://www.foxnews.com/media/ted-nugent-tucker-carlson-fox-nation-constitution-bear-arms.print,Ted Nugent slams wannabe 'tyrants' on 'Tucker Carlson Today': We don't need the 'king's permission' in America,media
https://www.foxnews.com/media/analysis-finds-americans-need-extra-11400-afford-basics-gop-lawmakers-blame-bidenomics,"Analysis finds Americans need extra $11,400 to afford the basics as GOP lawmakers blame 'Bidenomics'",media
https://www.foxnews.com/entertainment/matt-damons-advice-josh-hartnett-while-filming-oppenheimer-so-unhelpful,Matt Damon's advice to Josh Hartnett while filming 'Oppenheimer' was ‘so unhelpful’,entertainment
https://www.foxnews.com/us/former-secret-service-agent-warns-agency-stretched-thin-new-responsibilities-lack-manpower,"Former Secret Service agent warns agency ‘stretched thin’ with new responsibilities, lack of manpower",us
https://www.foxnews.com/media/new-book-shows-alleged-biden-harris-divide-surfaced-earlier-previous-president-vp-rifts-critics.print,"Book shows alleged Biden-Harris divide surfaced earlier than previous president-VP rifts, some critics say",media
https://www.foxnews.com/us/venezuelan-tren-de-aragua-gang-recruiting-kids-out-texas-middle-schools.print,Venezuelan Tren de Aragua gang recruiting kids from Texas middle schools,us
https://www.foxnews.com/entertainment/jelly-roll-gives-powerful-testimony-congress-fentanyl-part-problem,Jelly Roll gives powerful testimony to Congress on fentanyl: 'I was part of the problem',entertainment
https://www.foxnews.com/politics/video-resurfaces-harris-chanting-down-deportation-2018-parade-disgraced-actor,Video resurfaces of Harris chanting ‘down with deportation’ at 2018 parade with disgraced actor,politics
https://www.foxnews.com/media/thousands-anti-israel-protesters-descend-white-house-praising-hamas-slamming-genocide-joe,"Thousands of anti-Israel protesters descend on White House praising Hamas, slamming 'genocide Joe'",media
https://www.foxnews.com/politics/haitian-migration-roils-town-battleground-state-signs-pro-trump-support-rise.print,Haitian migration roils town in key battleground state with signs of pro-Trump support on the rise,politics
https://www.foxnews.com/lifestyle/105-year-old-woman-graduates-stanford-university-83-years-leaving-campus-amazing,105-year-old woman graduates from Stanford University 83 years after leaving campus: 'Amazing',lifestyle
https://www.foxnews.com/official-polls/fox-news-poll-trump-hedge-biden-potential-2024-rematch,Fox News Poll: Trump has edge over Biden in potential 2024 rematch,official-polls
https://www.foxnews.com/lifestyle/meet-the-american-who-first-recorded-blues-nations-original-pop-diva-mamie-smith,"Meet the American who first recorded the blues, nation's original pop diva Mamie Smith",lifestyle
https://www.foxnews.com/travel/replica-anne-frank-hidden-annex-unveiled-new-york-city,Full-scale replica of Anne Frank's hidden annex to be unveiled in New York City,travel
https://www.foxnews.com/sports/who-imane-khelif-algerian-olympic-boxer-deemed-have-male-chromosomes.print,Who is Imane Khelif: The Algerian Olympic boxer deemed to have male chromosomes,sports
https://www.foxnews.com/politics/white-house-communism-failed-ideology-historic-cuba-protests,White House calls communism a 'failed ideology' after historic Cuba protests,politics
https://www.foxnews.com/media/tim-walz-turns-down-ny-times-interview-requests-about-response-george-floyd-riots,Tim Walz turns down NY Times interview requests about response to George Floyd riots,media
https://www.foxnews.com/us/new-york-anti-israel-rally-un-features-sign-supporting-terror-group-hezbollah,New York anti-Israel rally at UN features sign supporting terror group Hezbollah,us
https://www.foxnews.com/opinion/im-cake-artist-who-won-supreme-court-heres-why-im-still-court.print,I'm the cake artist who won at the Supreme Court. Here's why I'm still in court,opinion
https://www.foxnews.com/media/black-farmers-sue-biden-administration-broken-debt-relief-promise-president-reneged-meeting,"Black farmers sue Biden administration over broken debt relief promise, say president reneged on meeting",media
https://www.foxnews.com/us/good-samaritan-helps-drag-wounded-houston-cop-out-highway-gunfight.print,Good Samaritan helps drag wounded Houston cop out of highway gunfight,us
https://www.foxnews.com/world/israeli-military-says-regular-infantry-armored-units-joining-limited-ground-operation-southern-lebanon.print,"Israeli military says regular infantry, armored units joining limited ground operation in southern Lebanon",world
https://www.foxnews.com/media/rfk-jr-shrugs-off-biden-family-corruption-allegations-wont-spear-tip-campaign,RFK Jr. shrugs off Biden family corruption allegations: Won't be a 'spear tip to my campaign',media
https://www.foxnews.com/politics/tens-thousands-illegal-immigrants-sexual-assault-homicide-convictions-roaming-us-streets.print,"Tens of thousands of illegal immigrants with sexual assault, murder convictions in US: ICE data",politics
https://www.foxnews.com/politics/biden-admin-issues-warning-netanyahu-israel-holds-emergency-meeting-gaza-aid.print,Biden admin issues warning to Netanyahu as Israel holds emergency meeting on Gaza aid,politics
https://www.foxnews.com/lifestyle/mothers-day-one-liners-life-advice-real-moms.print,Mother's Day: The best one-liners and life advice I've ever gotten from Mom,lifestyle
https://www.foxnews.com/lifestyle/mike-rowe-announces-something-stand-film-celebrating-america,"Mike Rowe, well-known storyteller, announces 'Something to Stand For,' new film celebrating America",lifestyle
https://www.foxnews.com/tech/how-score-cheap-stuff-keep-resell,How to score cheap stuff (to keep or resell),tech
https://www.foxnews.com/lifestyle/rural-travel-destinations-unplug-fun-summer,Rural travel destinations where you can unplug and have fun this summer,lifestyle
https://www.foxnews.com/entertainment/charlie-sheen-denise-richards-support-sami-sheen-onlyfans,Charlie Sheen's ex Denise Richards vows to ‘support’ their daughter Sami after actor disapproves OnlyFans page,entertainment
https://www.foxnews.com/politics/pentagon-sending-few-thousand-us-troops-middle-east-one-day-after-biden-promised-he-wouldnt,Pentagon sending a ‘few thousand’ personnel to Middle East day after Biden said he wouldn’t add combat troops,politics
https://www.foxnews.com/us/trump-meets-rachel-morin-family-border-maryland-mom-5-murdered-illegal-immigrant-suspect.print,"Trump meets with Rachel Morin family at border, Maryland mom of 5 murdered by illegal immigrant suspect",us
https://www.foxnews.com/politics/top-adviser-left-wing-california-da-charged-nearly-dozen-felonies,Top adviser to left-wing California DA charged with nearly a dozen felonies,politics
https://www.foxnews.com/media/cnn-jeff-zucker-david-chalian-hunter-biden-project-veritas,"CNN boss, political director spiked Hunter Biden controversy, audiotapes reveal: 'We're not going with' story",media
https://www.foxnews.com/entertainment/sydney-sweeney-glad-mother-stopped-getting-breast-reduction-teen,Sydney Sweeney 'so glad' mother stopped her from getting breast reduction as a teen: 'They're my best friends',entertainment
https://www.foxnews.com/politics/pittsburgh-diners-fume-after-restaurant-cleared-staged-harris-campaign-stop-mindboggling.print,Pittsburgh diners fume over ‘staged’ Harris campaign stop as popular restaurant cleared: ‘Mind-boggling’,politics
