url,headline,label
https://www.foxnews.com/us/911-calls-from-deadly-texas-hill-country-flood-reveal-heartbreaking-pleas,911 calls from deadly Texas Hill Country flood reveal heartbreaking pleas,fox
https://www.foxnews.com/us/wounded-national-guardsman-beginning-look-more-like-himself-remains-acute-care-west-virginia-gov,"Wounded National Guardsman beginning to 'look more like himself,' remains in acute care: West Virginia gov",fox
https://www.foxnews.com/us/disgraced-ex-sen-bob-menendez-banned-from-holding-any-public-office-new-jersey,Disgraced ex-Sen. Bob Menendez banned from holding any public office in New Jersey,fox
https://www.foxnews.com/us/bondi-describes-wounded-national-guardsman-miracle-says-hes-able-open-both-eyes,"Bondi describes wounded National Guardsman as a 'miracle,' says 'he's able to open both eyes'",fox
https://www.foxnews.com/us/arrest-made-after-explosive-street-takeover-video-shows-mob-ambushing-couple-during-fiery-car-meetup,Arrest made after explosive street takeover video shows mob ambushing couple during fiery car meetup,fox
https://www.foxnews.com/us/repeat-offender-violent-past-accused-murdering-woman-during-home-invasion,Repeat offender with violent past accused of murdering woman during home invasion,fox
https://www.foxnews.com/media/border-patrol-chief-urges-illinois-follow-louisiana-blueprint-threats-against-agents-surge,Border Patrol chief urges Illinois to follow Louisiana blueprint as threats against agents surge,fox
https://www.foxnews.com/us/irynas-law-branded-political-agenda-sheriff-warns-jail-overcrowding,Charlotte sheriff warns of jail overcrowding dangers amid train stabbings,fox
https://www.foxnews.com/us/charlotte-residents-say-feel-less-safe-city-faces-second-transit-stabbing,Charlotte residents say they feel less safe as city faces second transit stabbing,fox
https://www.foxnews.com/us/lenient-judges-ignore-red-flags-cave-soft-crime-pressures-release-repeat-offenders-attorney,"Lenient judges ignore red flags, cave to soft-on-crime pressures as they release repeat offenders: attorney",fox
https://www.foxnews.com/us/nyu-attack-suspect-allegedly-assaulted-woman-days-earlier-found-burglarizing-off-campus-apartments-report,"NYU attack suspect allegedly assaulted woman days earlier, found burglarizing off-campus apartments: report",fox
https://www.foxnews.com/us/suspect-arrested-twice-after-allegedly-carrying-out-two-separate-unprovoked-assaults-only-minutes-apart,Suspect arrested twice after allegedly carrying out two separate unprovoked assaults only minutes apart,fox
https://www.foxnews.com/politics/trump-calls-chicago-out-control-after-train-attack-left-woman-critically-burned,Trump calls Chicago ‘out of control’ after train attack left woman critically burned,fox
https://www.foxnews.com/us/chicago-train-attack-victim-bethany-magee-known-smart-from-wonderful-small-town-family,"Chicago train attack victim Bethany MaGee known as 'smart,' from 'wonderful' small-town family",fox
https://www.foxnews.com/us/charlotte-gop-chair-says-mayor-creates-perception-does-not-match-reality-amid-violent-crime-wave,Charlotte GOP chair says mayor creates perception that 'does not match the reality' amid violent crime wave,fox
https://www.foxnews.com/us/video-shows-wild-neighborhood-street-takeover-violent-mob-pummels-couple-burns-truck,"Video shows wild neighborhood street takeover as violent mob pummels couple, burns truck",fox
https://www.foxnews.com/us/chicago-train-fire-attack-shows-why-decarceration-policies-putting-lives-risk-expert,Chicago train fire attack shows why ‘decarceration’ policies are putting lives at risk: expert,fox
https://www.foxnews.com/us/chicago-repeat-offender-accused-punching-women-arrested-again-after-years-violent-crimes-report,Chicago repeat offender accused of punching women arrested again after years of violent crimes: report,fox
https://www.foxnews.com/us/baltimore-killer-commits-third-murder-after-being-paroled-twice-prior-slayings,Baltimore killer commits third murder after being paroled twice for prior slayings,fox
https://www.foxnews.com/us/human-trafficking-soars-blue-city-gangs-highways-fuel-perfect-storm-child-exploitation-experts,"Human trafficking soars in blue city as gangs, highways fuel ‘perfect storm’ of child exploitation: experts",fox
https://www.foxnews.com/us/houston-thug-charged-murder-after-8-arrests-shows-revolving-door-failures-gop-lawmaker,Houston thug charged with murder after 8 arrests shows ‘revolving door’ failures: GOP lawmaker,fox
https://www.foxnews.com/us/charlotte-bus-stabbing-suspect-arrested-15-times-3-years-freed-weeks-before-attack,"Charlotte bus stabbing suspect arrested 15 times in 3 years, freed weeks before attack",fox
https://www.foxnews.com/us/repeat-offender-terrorizes-sorority-break-in-steal-underwear-spy-women-shower-police,"Repeat offender terrorizes sorority with break-in to steal underwear, spy on women in shower: police",fox
https://www.foxnews.com/us/see-it-video-shows-charlotte-train-stabbing-suspect-before-attack-minutes-before-arrest,SEE IT: Video shows Charlotte train stabbing suspect before attack and minutes before arrest,fox
https://www.foxnews.com/us/vietnam-veteran-kills-naked-home-invader-while-defending-neighbor-suffers-broken-legs-fight,"Vietnam veteran kills naked home invader while defending neighbor, suffers broken legs in fight",fox
https://www.foxnews.com/us/chicago-man-25-prison-sentences-commits-new-burglaries-within-48-hours-release,Chicago man with 25 prison sentences commits new burglaries within 48 hours of release,fox
https://www.foxnews.com/us/texas-man-accused-child-sex-crimes-avoids-jail-plea-deal-soros-backed-prosecutor-report,Texas man accused of child sex crimes avoids jail in plea deal with Soros-backed prosecutor: report,fox
https://www.foxnews.com/us/blue-city-police-search-suspect-unprovoked-stabbing-college-train-stop,Blue city police search for suspect after unprovoked stabbing at college train stop,fox
https://www.foxnews.com/us/chicago-carjacker-gets-10-years-prison-stealing-elderly-womans-luxury-rolls-royce-police,Chicago carjacker gets 10 years in prison for stealing elderly woman's luxury Rolls-Royce: police,fox
https://www.foxnews.com/us/california-mental-health-loophole-frees-killers-crooks-terrible-laws-sheriff-warns,"California ‘mental health' loophole frees killers and crooks with 'terrible laws,' sheriff warns",fox
https://www.foxnews.com/us/father-son-gunned-down-blue-city-after-jewelry-store-robbery-thousands-offered-information,"Father and son gunned down in blue city after jewelry store robbery, thousands offered for information",fox
https://www.foxnews.com/us/three-dc-homicides-six-hours-test-trumps-claim-safer-washington,Three DC homicides in six hours test Trump’s claim of safer Washington,fox
https://www.foxnews.com/opinion/newt-gingrich-trump-could-fix-our-broken-prison-system-help-make-america-safe-again,NEWT GINGRICH: Trump could fix our broken prison system and help Make America Safe Again,fox
https://www.foxnews.com/us/joe-rogan-elon-musk-slam-blue-city-judges-after-repeat-offender-charged-charlotte-train-murder,"Joe Rogan, Elon Musk slam blue city judges after repeat offender charged in Charlotte train murder",fox
https://www.foxnews.com/us/massachusetts-police-arrest-5-after-massive-street-takeover-shuts-down-city-streets-hours,Massive street takeover disrupts town as 50-100 riders in 'chaotic groups' block city roads: police,fox
https://www.foxnews.com/us/blue-city-repeat-offender-arrested-nine-times-released-again-despite-alleged-violent-history,Blue city repeat offender arrested nine times released again despite alleged violent history,fox
https://www.foxnews.com/us/blue-city-perp-50-arrests-accused-pushing-stranger-onto-train-tracks-fifth-attack-day-report,Blue city perp with 50+ arrests accused of pushing stranger onto train tracks in fifth attack that day: report,fox
https://www.foxnews.com/us/driver-who-mowed-down-blue-city-officer-yelled-cops-sparks-outrage-over-light-sentence,"Driver who mowed down blue city officer, yelled, ‘F--- these cops,’ sparks outrage over light sentence",fox
https://www.foxnews.com/us/california-jail-cuts-seattle-murder-suspect-loose-mistake-triggering-manhunt-victims-mom-fumes,"California jail cuts Seattle murder suspect loose by mistake, triggering manhunt as victim’s mom fumes",fox
https://www.foxnews.com/us/bloody-blue-city-crime-wave-shatters-college-homecoming-one-years-most-violent-stretches-report,Bloody blue city crime wave shatters college homecoming in one of year’s most violent stretches: report,fox
https://www.foxnews.com/media/pirro-hails-trumps-dc-crime-crackdown-blueprint-america-after-dramatic-results,Pirro hails Trump's DC crime crackdown as 'blueprint' for America after dramatic results,fox
https://www.foxnews.com/us/blue-citys-homicide-increase-flashing-red-warning-light-soft-crime-experiment-expert,Blue city's homicide increase 'flashing red warning light' to soft-on-crime experiment: expert,fox
https://www.foxnews.com/us/blue-city-sex-offender-accused-violent-attack-elite-university-campus-weeks-after-release-report,Blue city sex offender accused of violent attack on elite university campus weeks after release: report,fox
https://www.foxnews.com/us/everythings-on-table-former-detective-breaks-down-murder-manager-famed-strip-club,‘Everything’s on the table’: Former detective breaks down murder of manager of famed strip club,fox
https://www.foxnews.com/us/murder-suspect-arrested-over-40-times-before-allegedly-killing-hotel-guest,Murder suspect arrested over 40 times before allegedly killing hotel guest,fox
https://www.foxnews.com/us/blue-city-mayor-rocked-gunfire-hits-home-says-none-us-are-immune-from-crime,"Blue city mayor rocked as gunfire hits home, says ‘none of us are immune’ from crime",fox
https://www.foxnews.com/us/soros-backed-blue-city-da-under-fire-after-freeing-suspect-tied-miss-usa-hopefuls-death,Soros-backed blue city DA under fire after freeing suspect tied to Miss USA hopeful’s death,fox
https://www.foxnews.com/us/no-kings-agitator-vowed-fight-ice-firebombs-blue-citys-protest-report,'No Kings' agitator vowed to ‘fight ICE’ with firebombs at blue city's protest: report,fox
https://www.foxnews.com/us/charlotte-teen-arrested-111-times-2-years-still-walking-free-soft-crime-blue-city-police,Charlotte teen arrested 111 times in 2 years still walking free in soft-on-crime blue city: police,fox
https://www.foxnews.com/us/organized-crime-rings-drive-street-takeovers-using-kids-steal-cars-wild-stunts-expert,Organized crime rings drive street takeovers by using kids to steal cars for wild stunts: expert,fox
https://www.foxnews.com/us/blue-state-governor-vows-zero-tolerance-approach-street-takeovers-after-violent-attack-law-enforcement,Blue state governor vows 'zero tolerance' approach to street takeovers after violent attack on law enforcement,fox
https://www.foxnews.com/us/blue-city-repeat-offender-accused-metal-pipe-rampage-just-days-after-release,Blue city repeat offender accused of metal pipe rampage just days after release,fox
https://www.foxnews.com/us/blue-city-rail-station-killing-linked-same-suspect-eyed-second-transit-attack,Blue city rail station killing linked to same suspect eyed in second transit attack,fox
https://www.foxnews.com/media/pam-bondi-says-trump-absolutely-has-authority-invoke-insurrection-act-curb-chicago-crime,Pam Bondi says Trump 'absolutely' has authority to invoke Insurrection Act to curb Chicago crime,fox
https://www.foxnews.com/us/trump-storms-most-violent-us-city-federal-muscle-police-group-warns-soft-crime-consequences,Trump storms most violent US city with federal muscle as police group warns of soft-on-crime consequences,fox
https://www.foxnews.com/politics/trump-floats-using-insurrection-act-combat-chicago-crime-says-pritzker-should-beg-his-help,"Trump floats using Insurrection Act to combat Chicago crime, says Pritzker should 'beg' for his help",fox
https://www.foxnews.com/us/machete-wielding-career-criminal-charged-deadly-hit-and-run-after-20-arrests,Machete-wielding offender with 20 arrests charged in blue city hit-and-run that killed cancer survivor,fox
https://www.foxnews.com/us/blue-city-da-says-repeat-drug-offenders-will-not-respect-law-under-current-system,Blue city DA says repeat drug offenders 'will not respect the law' under current system,fox
https://www.foxnews.com/politics/untethered-from-reality-lawyers-trump-oregon-spar-over-national-guard-deployment-court-clash,"'Untethered from reality': Lawyers for Trump, Oregon spar over National Guard deployment in court clash",fox
https://www.foxnews.com/us/blue-city-officers-open-feds-help-fighting-crime-crisis-leaders-spew-anti-police-rhetoric-union-pres,Blue city officers open to feds’ help fighting crime crisis as leaders spew ‘anti-police rhetoric’: union pres,fox
https://www.foxnews.com/us/pro-palestinian-agitators-attack-police-riot-erupts-dem-run-city-officials-say,"Pro-Palestinian agitators attack police as riot erupts in Dem-run city, officials say",fox
https://www.foxnews.com/us/manager-famed-strip-club-gunned-down-near-home-blue-city-police-hunt-killer,Manager of famed strip club gunned down near home in blue city as police hunt for killer,fox
https://www.foxnews.com/us/blue-city-street-takeover-suspects-released-after-police-cruiser-torched-officials,Blue city street takeover suspects released after police cruiser torched: officials,fox
https://www.foxnews.com/us/staten-island-teen-charged-murder-after-allegedly-beheading-mothers-boyfriend-report,Staten Island teen charged with murder after allegedly beheading mother’s boyfriend: report,fox
https://www.foxnews.com/us/murder-rate-drops-in-blue-city-as-prosecutor-vows-you-will-go-to-prison,Murder rate drops in blue city as prosecutor vows ‘you will go to prison’,fox
https://www.foxnews.com/opinion/victor-davis-hanson-when-liberals-play-confederates-portlands-revolt-against-america,VICTOR DAVIS HANSON: When liberals play confederates. Portland's revolt against America,fox
https://www.foxnews.com/us/chicago-police-chief-puts-criminals-notice-after-federal-agents-targeted-weekend-confrontations,Chicago's police chief puts criminals on notice after federal agents targeted in weekend confrontations,fox
https://www.foxnews.com/us/blue-city-records-22-shootings-four-murders-over-weekend-feud-feds,Blue city records 22 shootings and four murders over the weekend amid feud with feds,fox
https://www.foxnews.com/us/blue-city-crime-drives-trump-doj-battle-major-democrat-led-county-concealed-carry-rights,Blue city crime drives Trump DOJ battle with major Democrat-led county on concealed carry rights,fox
https://www.foxnews.com/opinion/david-marcus-portlands-dystopia-delusion-coming-city-near-all-us,DAVID MARCUS: Portland's dystopia delusion coming to a city near all of us,fox
https://www.foxnews.com/politics/trump-admin-reviewing-portland-federal-funding-amid-anti-ice-clashes-journalists-detention,"Trump administration reviewing Portland federal funding amid anti-ICE clashes, journalist's detention",fox
https://www.foxnews.com/politics/campus-rifle-arrest-repeat-offender-draws-sharp-rebuke-dems-from-gop-lawmaker,Campus rifle arrest of repeat offender draws sharp rebuke of Dems from GOP lawmaker,fox
https://www.foxnews.com/opinion/david-marcus-democrat-portland-luxury-vagrancy-total-disorder,"DAVID MARCUS: In Democrat Portland, luxury, vagrancy and total disorder",fox
https://www.foxnews.com/us/suspected-blue-city-gunmen-kill-innocent-girl-revenge-shooting-home-sheriff,Suspected blue city gunmen kill innocent girl in revenge shooting at home: sheriff,fox
https://www.foxnews.com/us/blue-city-felon-violent-history-arrested-deadly-train-platform-stabbing-after-parole-release-report,Blue city felon with violent history arrested in deadly train platform stabbing after parole release: report,fox
https://www.foxnews.com/us/teen-shootout-sends-blue-city-residents-running-cover-youth-gangs-surge-ahead-mayoral-race-expert,Teen shootout sends blue city residents running for cover as youth gangs surge ahead of mayoral race: expert,fox
https://www.foxnews.com/us/blue-city-commuter-ambushed-random-stabbing-attack-weeks-after-charlotte-train-murder,Blue city commuter ambushed in random stabbing attack weeks after Charlotte train murder,fox
https://www.foxnews.com/us/blue-city-murder-victims-brother-rips-ex-mayor-calling-crime-crisis-manufactured-families-beg-help,Blue city murder victim’s brother rips ex-mayor calling crime crisis ‘manufactured’ as families beg for help,fox
https://www.foxnews.com/opinion/liz-peek-trump-sets-trap-democrats-crime-theyre-walking-right,"LIZ PEEK: Trump sets trap for Democrats on crime, and they’re walking right into it",fox
https://www.foxnews.com/us/daniel-penny-attorney-calls-progressive-policies-homicidal-says-charlotte-train-murder-preventable,"Daniel Penny attorney calls progressive policies 'homicidal,' says Charlotte train murder was preventable",fox
https://www.foxnews.com/us/burberry-bandit-dozens-prior-arrests-walks-free-after-latest-blue-city-crime-spree-report,'Burberry Bandit' with dozens of prior arrests walks free after latest blue city crime spree: report,fox
https://www.foxnews.com/us/americas-commuters-under-siege-violent-transit-crimes-endanger-blue-cities,America’s commuters under siege as violent transit crimes endanger blue cities,fox
https://www.foxnews.com/opinion/im-son-mexican-immigrant-democrats-hate-america-she-loves,I’m the son of a Mexican immigrant. Democrats hate the America she loves,fox
https://www.foxnews.com/media/crockett-argues-person-committing-crime-doesnt-make-them-criminal,Crockett argues a person committing a crime 'doesn't make them a criminal',fox
https://www.foxnews.com/us/blue-city-bus-attack-heightens-commuters-fears-after-charlotte-train-stabbing,Blue city bus attack heightens commuters' fears after Charlotte train stabbing,fox
https://www.foxnews.com/politics/congress-hold-crime-hearing-charlotte-following-deadly-light-rail-attack,Congress to hold crime hearing in Charlotte following deadly light rail attack,fox
https://www.foxnews.com/politics/trump-orders-national-guard-fbi-memphis-new-crime-crackdown,"Trump orders National Guard, FBI to Memphis in new crime crackdown",fox
https://www.foxnews.com/us/blue-states-crime-crisis-threatening-tourism-college-parents-killing-small-businesses-report,"Blue state's crime ‘crisis’ threatening tourism, college parents and killing small businesses: report",fox
https://www.foxnews.com/opinion/trumps-dc-crime-success-puts-spotlight-chicagos-deadly-war-zone,Trump's DC crime success puts spotlight on Chicago's deadly 'war zone',fox
https://www.foxnews.com/politics/iryna-zarutska-killing-exposes-gop-split-possible-federal-intervention-charlotte,Iryna Zarutska killing exposes GOP split on possible federal intervention in Charlotte,fox
https://www.foxnews.com/politics/trump-says-national-guard-deploying-memphis-tennessee-next-amid-anti-crime-push,"Trump says National Guard deploying to Memphis, Tennessee, next amid anti-crime push",fox
https://www.foxnews.com/politics/blackburn-cheers-trumps-move-make-memphis-safe-again,Blackburn cheers Trump's move to 'Make Memphis Safe Again',fox
https://www.foxnews.com/politics/pam-bondi-says-death-penalty-possibility-iryna-zarutska-killer,Pam Bondi says death penalty a possibility for Iryna Zarutska killer,fox
https://www.foxnews.com/us/train-stabbing-suspect-makes-claims-about-deadly-attack-jailhouse-call,Train stabbing suspect makes claims about deadly attack in jailhouse call,fox
https://www.foxnews.com/sports/ex-espn-host-calls-nyc-mayor-take-clearly-unwell-violent-men-off-streets-after-charlotte-stabbing,Ex-ESPN host calls on NYC mayor to take 'clearly unwell and violent men' off streets after Charlotte stabbing,fox
https://www.foxnews.com/politics/charlotte-train-murder-front-and-center-crucial-2026-senate-battle-soft-on-crime-policies,Charlotte train murder front and center in crucial 2026 Senate battle: 'Soft-on-crime policies',fox
https://www.foxnews.com/politics/trump-calls-death-penalty-suspect-charlotte-light-rail-stabbing,Trump calls for death penalty for suspect in Charlotte light rail stabbing,fox
https://www.foxnews.com/us/iryna-zarutskas-family-demands-justice-first-statement-since-horrific-stabbing,Iryna Zarutska's family demands justice in first statement since 'horrific' stabbing,fox
https://www.foxnews.com/media/liberal-media-fuels-republicans-pounce-narrative-charlotte-stabbing-ukrainian-refugee-sparks-outcry,Liberal media fuel 'Republicans pounce' narrative as Charlotte stabbing of Ukrainian refugee sparks outcry,fox
https://www.foxnews.com/politics/baltimore-residents-reject-narrative-city-leaders-violent-crime-dropping-not-going-low,Baltimore residents reject narrative from city leaders about violent crime dropping: 'Not going low',fox
https://www.foxnews.com/us/charlotte-pro-crime-policies-under-fire-career-criminal-charged-killing-commuter-expert,Charlotte’s ‘pro-crime’ policies under fire as career criminal charged with killing commuter: expert,fox
https://www.foxnews.com/politics/charlotte-mayor-scores-primary-re-election-victory-amid-national-backlash-over-gruesome-murder,Charlotte mayor scores primary re-election victory amid national backlash over gruesome train murder,fox
https://www.foxnews.com/media/wikipedia-editors-attempted-delete-charlotte-murder-article-removed-suspects-name-from-entry-report,"Wikipedia editors attempted to delete Charlotte murder article, removed suspect's name from entry: report",fox
https://www.foxnews.com/media/crockett-blasted-saying-point-law-enforcement-isnt-prevent-crime,Crockett blasted for saying the point of law enforcement 'isn't to prevent crime',fox
https://www.foxnews.com/us/couple-found-tied-up-burned-death-home-near-famous-racetrack-police-hunt-suspect,Cops hunt armed perp in caper that left elderly couple burned to death,fox
https://www.foxnews.com/us/kash-patel-fbi-hit-train-stabbing-suspect-federal-charge-commuters-on-camera-attack,DOJ hits train stabbing suspect with federal charge as FBI investigates on-camera attack,fox
https://www.foxnews.com/politics/mamdani-ripped-after-word-salad-response-question-about-key-issue-nyc-no-plan,Mamdani ripped after 'word salad' response to question about key issue in NYC: 'No plan',fox
